Rank,University,Town,additional_info,overview,university_identity,university_location
753,Sant Baba Bhag Singh University,Jalandhar,"{'name': 'Sant Baba Bhag Singh University', 'logo': 'https://www.4icu.org/i/logos-seals/17861.png', 'country_rank': '753', 'world_rank': '11242', 'details_link': 'https://sbbsuniversity.ac.in'}","Founded in 2015,  the Sant Baba Bhag Singh University is a  private higher education institution located in the large city of Jalandhar (population range of 500,000-1,000,000 inhabitants), Punjab.   Officially recognized by the University Grants Commission of India, Sant Baba Bhag Singh University (SBBSU) is a coeducational Indian higher education institution. Sant Baba Bhag Singh University (SBBSU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 9-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SBBSU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Sant Baba Bhag Singh University', 'non_latin_name': 'ਸੰਤ ਬਾਬਾ ਭਾਗ ਸਿੰਘ ਯੂਨੀਵਰਸਿਟੀ', 'acronym': 'SBBSU', 'founded': '2015', 'website': 'https://sbbsuniversity.ac.in', 'screenshot': '/i/screenshots/17861.jpg'}","{'street_address': 'Village Khiala, PO Padhiana', 'locality': 'Jalandhar ', 'postal_code': '144 030', 'region': 'Punjab', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17861-sant-baba-bhag-singh-university/'}"
548,Sanskriti University,Mathura,"{'name': 'Sanskriti University', 'logo': 'https://www.4icu.org/i/logos-seals/17880.png', 'country_rank': '548', 'world_rank': '9790', 'details_link': 'https://www.sanskriti.edu.in'}","Established in 2016,  the Sanskriti University is a  private higher education institution located in the medium city of Mathura (population range of 250,000-499,999 inhabitants), Uttar Pradesh.   Officially recognized by the University Grants Commission of India, Sanskriti University  is a coeducational Indian higher education institution. Sanskriti University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 7-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sanskriti University also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sanskriti University', 'non_latin_name': 'संस्कृति विश्वविद्यालय', 'acronym': None, 'founded': '2016', 'website': 'https://www.sanskriti.edu.in', 'screenshot': '/i/screenshots/17880.jpg'}","{'street_address': '28 KM Stone, Mathura - Delhi Highway, Chhata', 'locality': 'Mathura ', 'postal_code': '281 401', 'region': 'Uttar Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17880-sanskriti-university/'}"
264,Sant Gadge Baba Amravati University,Amravati,"{'name': 'Sant Gadge Baba Amravati University', 'logo': 'https://www.4icu.org/i/logos-seals/1983.png', 'country_rank': '264', 'world_rank': '7248', 'details_link': 'https://www.sgbau.ac.in'}","Founded in 1983,  the Sant Gadge Baba Amravati University is a non-profit public higher education institution located in the urban setting of the large metropolis of Amravati (population range of over 5,000,000 inhabitants), Maharashtra.   Officially recognized by the University Grants Commission of India, Sant Gadge Baba Amravati University (SGBAU) is a very large-sized (uniRank enrollment range: 40,000-44,999 students) coeducational Indian higher education institution. Sant Gadge Baba Amravati University (SGBAU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor's degrees (i.e. certificates, diplomas, associate or foundation), bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 41-year-old Indian higher-education institution has a selective admission policy based on entrance examinations and students' past academic records and grades.  The acceptance rate range is 90-99% making this Indian higher education organization a least selective institution. International students are welcome to apply for enrollment.  SGBAU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","{'name': 'Sant Gadge Baba Amravati University', 'non_latin_name': 'संत गाडगेबाबा अमरावती विद्यापीठ', 'acronym': 'SGBAU', 'founded': '1983', 'website': 'https://www.sgbau.ac.in', 'screenshot': '/i/screenshots/1983.jpg'}","{'street_address': 'Mardi Road, Near Tapowan Gate', 'locality': 'Amravati ', 'postal_code': '444 602', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/1983-sant-gadge-baba-amravati-university/'}"
741,Sankalchand Patel University,Visnagar,"{'name': 'Sankalchand Patel University', 'logo': 'https://www.4icu.org/i/logos-seals/17808.png', 'country_rank': '741', 'world_rank': '11114', 'details_link': 'https://spu.ac.in'}","Established in 2016,  the Sankalchand Patel University is a  private higher education institution located in the small city of Visnagar (population range of 50,000-249,999 inhabitants), Gujarat.   Officially recognized by the University Grants Commission of India, Sankalchand Patel University (SPU) is a coeducational Indian higher education institution. Sankalchand Patel University (SPU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 8-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SPU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Sankalchand Patel University', 'non_latin_name': 'સંકલચંદ પટેલ યુનિવર્સિટી', 'acronym': 'SPU', 'founded': '2016', 'website': 'https://spu.ac.in', 'screenshot': '/i/screenshots/17808.jpg'}","{'street_address': 'Saduthala - Kamana - Udalpur Road, SPCE Campus', 'locality': 'Visnagar ', 'postal_code': '384 315', 'region': 'Gujarat', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17808-sankalchand-patel-university/'}"
776,Sanjay Ghodawat University,Kolhapur,"{'name': 'Sanjay Ghodawat University', 'logo': 'https://www.4icu.org/i/logos-seals/17849.png', 'country_rank': '776', 'world_rank': '11360', 'details_link': 'https://www.sanjayghodawatuniversity.ac.in'}","Founded in 2017,  the Sanjay Ghodawat University is a  private higher education institution located in the large city of Kolhapur (population range of 500,000-1,000,000 inhabitants), Maharashtra.   Officially recognized by the University Grants Commission of India, Sanjay Ghodawat University (SGU) is a coeducational Indian higher education institution. Sanjay Ghodawat University (SGU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 7-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SGU also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sanjay Ghodawat University', 'non_latin_name': 'संजय घोडावत विदयापीठ', 'acronym': 'SGU', 'founded': '2017', 'website': 'https://www.sanjayghodawatuniversity.ac.in', 'screenshot': '/i/screenshots/17849.jpg'}","{'street_address': 'Sangli Highway, A/p Atigre', 'locality': 'Kolhapur ', 'postal_code': '416 118', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17849-sanjay-ghodawat-university/'}"
138,Sanjay Gandhi Post Graduate Institute of Medical Sciences,Lucknow,"{'name': 'Sanjay Gandhi Post Graduate Institute of Medical Sciences', 'logo': 'https://www.4icu.org/i/logos-seals/2105.png', 'country_rank': '138', 'world_rank': '5333', 'details_link': 'https://sgpgims.org.in'}","Founded in 1983,  the Sanjay Gandhi Post Graduate Institute of Medical Sciences is a non-profit public higher education institution located in the urban setting of the metropolis of Lucknow (population range of 1,000,000-5,000,000 inhabitants), Uttar Pradesh.   Officially recognized by the University Grants Commission of India, Sanjay Gandhi Post Graduate Institute of Medical Sciences (SGPGIMS) is a coeducational Indian higher education institution. Sanjay Gandhi Post Graduate Institute of Medical Sciences (SGPGIMS) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees and master's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 41-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SGPGIMS also provides several academic and non-academic facilities and services to students including a library,  study abroad and exchange programs,  as well as administrative services.","{'name': 'Sanjay Gandhi Post Graduate Institute of Medical Sciences', 'non_latin_name': 'संजय गांधी स्नातकोत्तर आयुर्विज्ञान संस्थान', 'acronym': 'SGPGIMS', 'founded': '1983', 'website': 'https://sgpgims.org.in', 'screenshot': '/i/screenshots/2105.jpg'}","{'street_address': 'Raebareli Road', 'locality': 'Lucknow ', 'postal_code': '226 014', 'region': 'Uttar Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/2105-sanjay-gandhi-post-graduate-institute-of-medical-sciences/'}"
833,Sangai International University,Churachandpur,"{'name': 'Sangai International University', 'logo': 'https://www.4icu.org/i/logos-seals/17852.png', 'country_rank': '833', 'world_rank': '11766', 'details_link': 'https://sangaiinternationaluniversity.edu.in'}","Established in 2015,  the Sangai International University is a  private higher education institution located in the urban setting of the medium city of Churachandpur (population range of 250,000-499,999 inhabitants), Manipur.   Officially recognized by the University Grants Commission of India, Sangai International University (SIU) is a coeducational Indian higher education institution. Sangai International University (SIU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 9-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SIU also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sangai International University', 'non_latin_name': 'संगाई इंटरनेशनल यूनिवर्सिटी', 'acronym': 'SIU', 'founded': '2015', 'website': 'https://sangaiinternationaluniversity.edu.in', 'screenshot': '/i/screenshots/17852.jpg'}","{'street_address': 'VM Building, Rengkai Road', 'locality': 'Churachandpur ', 'postal_code': '795 128', 'region': 'Manipur', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17852-sangai-international-university/'}"
641,Sangam University,Bhilwara,"{'name': 'Sangam University', 'logo': 'https://www.4icu.org/i/logos-seals/16095.png', 'country_rank': '641', 'world_rank': '10304', 'details_link': 'https://sangamuniversity.ac.in'}","Founded in 2012,  the Sangam University is a  private higher education institution located in the rural setting of the medium city of Bhilwara (population range of 250,000-499,999 inhabitants), Rajasthan.   Officially recognized by the University Grants Commission of India, Sangam University  is a coeducational Indian higher education institution. Sangam University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 12-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sangam University also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sangam University', 'non_latin_name': 'संगम विश्वविद्यालय', 'acronym': None, 'founded': '2012', 'website': 'https://sangamuniversity.ac.in', 'screenshot': '/i/screenshots/16095.jpg'}","{'street_address': 'National Highway 79, Bhilwara Chittor By-Pass, Chittor Road', 'locality': 'Bhilwara ', 'postal_code': '311 001', 'region': 'Rajasthan', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/16095-sangam-university/'}"
Un,"Sandip University, Sijoul",Sijoul,"{'name': 'Sandip University, Sijoul', 'logo': 'https://www.4icu.org/i/logos-seals/17759.png', 'country_rank': 'Un', 'world_rank': 'Un', 'details_link': 'https://sijoul.sandipuniversity.edu.in'}","Founded in 2017,  the Sandip University, Sijoul is a  private higher education institution located in the small town of Sijoul (population range of under 2,500 inhabitants), Bihar.   Officially recognized by the University Grants Commission of India, Sandip University, Sijoul  is a coeducational Indian higher education institution. Sandip University, Sijoul offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 7-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sandip University, Sijoul also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sandip University, Sijoul', 'non_latin_name': 'संदीप विश्वविद्यालय, सिजौल', 'acronym': None, 'founded': '2017', 'website': 'https://sijoul.sandipuniversity.edu.in', 'screenshot': None}","{'street_address': 'Sijoul Campus, Neelam', 'locality': 'Sijoul ', 'postal_code': '847 235', 'region': 'Bihar', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17759-sandip-university-sijoul/'}"
416,Sandip University,Nashik ...,"{'name': 'Sandip University', 'logo': 'https://www.4icu.org/i/logos-seals/17758.png', 'country_rank': '416', 'world_rank': '8667', 'details_link': 'https://www.sandipuniversity.edu.in'}","Established in 2015,  the Sandip University is a  private higher education institution located in the metropolis of Nashik (population range of 1,000,000-5,000,000 inhabitants), Maharashtra.  This institution also has a branch campus in Sijoul. Officially recognized by the University Grants Commission of India, Sandip University  is a coeducational Indian higher education institution. Sandip University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 8-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sandip University also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Sandip University', 'non_latin_name': 'संदीप युनिव्हर्सिटी', 'acronym': None, 'founded': '2015', 'website': 'https://www.sandipuniversity.edu.in', 'screenshot': '/i/screenshots/17758.jpg'}","{'street_address': 'Trimbak Road', 'locality': 'Nashik ', 'postal_code': '422 213', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17758-sandip-university/'}"
822,Sanchi University of Buddhist-Indic Studies,Sanchi,"{'name': 'Sanchi University of Buddhist-Indic Studies', 'logo': 'https://www.4icu.org/i/logos-seals/17775.png', 'country_rank': '822', 'world_rank': '11672', 'details_link': 'https://www.sanchiuniv.edu.in'}","Founded in 2013,  the Sanchi University of Buddhist-Indic Studies is a non-profit public higher education institution located in the medium town of Sanchi (population range of 2,500-9,999 inhabitants), Madhya Pradesh.   Officially recognized by the University Grants Commission of India, Sanchi University of Buddhist-Indic Studies  is a coeducational Indian higher education institution formally affiliated with the Buddhist religion. Sanchi University of Buddhist-Indic Studies offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 11-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sanchi University of Buddhist-Indic Studies also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Sanchi University of Buddhist-Indic Studies', 'non_latin_name': 'सांची यूनिवर्सिटी ऑफ बौद्ध-इंडिक स्टडीज', 'acronym': None, 'founded': '2013', 'website': 'https://www.sanchiuniv.edu.in', 'screenshot': '/i/screenshots/17775.jpg'}","{'street_address': 'Barla, Vidisha-Raisen Road, National Highway 86', 'locality': 'Sanchi ', 'postal_code': '464 551', 'region': 'Madhya Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17775-sanchi-university-of-buddhist-indic-studies/'}"
744,Sampurnanand Sanskrit Vishvavidyalaya,Varanasi,"{'name': 'Sampurnanand Sanskrit Vishvavidyalaya', 'logo': 'https://www.4icu.org/i/logos-seals/12160.png', 'country_rank': '744', 'world_rank': '11146', 'details_link': 'http://www.ssvv.ac.in'}","Established in 1958,  the Sampurnanand Sanskrit Vishvavidyalaya (Sampurnanand Sanskrit University) is a non-profit public higher education institution located in the urban setting of the metropolis of Varanasi (population range of 1,000,000-5,000,000 inhabitants), Uttar Pradesh.   Officially recognized by the University Grants Commission of India, Sampurnanand Sanskrit Vishvavidyalaya (SSVV) is a coeducational Indian higher education institution. Sampurnanand Sanskrit Vishvavidyalaya (SSVV) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 66-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SSVV also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Sampurnanand Sanskrit Vishvavidyalaya', 'non_latin_name': 'संपूर्णानंद संस्कृत विश्वविद्यालय', 'acronym': 'SSVV', 'founded': '1958', 'website': 'http://www.ssvv.ac.in', 'screenshot': '/i/screenshots/12160.jpg'}","{'street_address': 'Sanskrit University Road', 'locality': 'Varanasi ', 'postal_code': '221 002', 'region': 'Uttar Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/12160-sampurnanand-sanskrit-vishvavidyalaya/'}"
370,Sambalpur University,Burla,"{'name': 'Sambalpur University', 'logo': 'https://www.4icu.org/i/logos-seals/2104.png', 'country_rank': '370', 'world_rank': '8255', 'details_link': 'http://www.suniv.ac.in'}","Established in 1967,  the Sambalpur University is a non-profit public higher education institution located in the urban setting of the large town of Burla (population range of 10,000-49,999 inhabitants), Odisha.   Officially recognized by the University Grants Commission of India, Sambalpur University (SU) is a coeducational Indian higher education institution. Sambalpur University (SU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 57-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  SU also provides several academic and non-academic facilities and services to students including a library,  sports facilities,  online courses and distance learning opportunities,  as well as administrative services.","{'name': 'Sambalpur University', 'non_latin_name': 'ସମ୍ବଲପୁର ବିଶ୍ୱବିଦ୍ୟାଳୟ', 'acronym': 'SU', 'founded': '1967', 'website': 'http://www.suniv.ac.in', 'screenshot': '/i/screenshots/2104.jpg'}","{'street_address': 'Jyoti Vihar, Burla', 'locality': 'Burla ', 'postal_code': '768 019', 'region': 'Odisha', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/2104-sambalpur-university/'}"
476,"Sam Higginbottom Institute of Agriculture, Technology and Sciences",Allahabad,"{'name': 'Sam Higginbottom Institute of Agriculture, Technology and Sciences', 'logo': 'https://www.4icu.org/i/logos-seals/7304.png', 'country_rank': '476', 'world_rank': '9254', 'details_link': 'https://www.shiats.edu.in'}","Established in 1910,  the Sam Higginbottom Institute of Agriculture, Technology and Sciences is a non-profit public higher education institution located in the urban setting of the metropolis of Allahabad (population range of 1,000,000-5,000,000 inhabitants), Uttar Pradesh.   Officially recognized by the University Grants Commission of India, Sam Higginbottom Institute of Agriculture, Technology and Sciences (SHIATS) is a large-sized (uniRank enrollment range: 10,000-14,999 students) coeducational Indian higher education institution. Sam Higginbottom Institute of Agriculture, Technology and Sciences (SHIATS) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 114-year-old Indian higher-education institution has a selective admission policy based on entrance examinations. International applicants are eligible to apply for enrollment.  SHIATS also provides several academic and non-academic facilities and services to students including a library,  sports facilities,  online courses and distance learning opportunities,  as well as administrative services.","{'name': 'Sam Higginbottom Institute of Agriculture, Technology and Sciences', 'non_latin_name': 'सैम हिग्गि्नबॉटम कृषि, प्रौद्योगिकी एवं विज्ञान संस्थान', 'acronym': 'SHIATS', 'founded': '1910', 'website': 'https://www.shiats.edu.in', 'screenshot': '/i/screenshots/7304.jpg'}","{'street_address': 'Naini', 'locality': 'Allahabad ', 'postal_code': '211 007', 'region': 'Uttar Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/7304-sam-higginbottom-institute-of-agriculture-technology-and-sciences/'}"
876,Sai Tirupati University,Udaipur,"{'name': 'Sai Tirupati University', 'logo': 'https://www.4icu.org/i/logos-seals/17872.png', 'country_rank': '876', 'world_rank': '12689', 'details_link': 'https://www.saitirupatiuniversity.ac.in'}","Established in 2016,  the Sai Tirupati University is a  private higher education institution located in the medium city of Udaipur (population range of 250,000-499,999 inhabitants), Rajasthan.   Officially recognized by the University Grants Commission of India, Sai Tirupati University  is a coeducational Indian higher education institution. Sai Tirupati University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 8-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sai Tirupati University also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sai Tirupati University', 'non_latin_name': 'साई तिरुपति विश्वविद्यालय', 'acronym': None, 'founded': '2016', 'website': 'https://www.saitirupatiuniversity.ac.in', 'screenshot': '/i/screenshots/17872.jpg'}","{'street_address': 'Ambua Road, Village Umarda, Tehsil Girwa', 'locality': 'Udaipur ', 'postal_code': '313 003', 'region': 'Rajasthan', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17872-sai-tirupati-university/'}"
760,Sai Nath University,Ranchi,"{'name': 'Sai Nath University', 'logo': 'https://www.4icu.org/i/logos-seals/16094.png', 'country_rank': '760', 'world_rank': '11283', 'details_link': 'https://www.sainathuniversity.com'}","Established in 2012,  the Sai Nath University is a  private higher education institution located in the rural setting of the metropolis of Ranchi (population range of 1,000,000-5,000,000 inhabitants), Jharkhand.   Officially recognized by the University Grants Commission of India, Sai Nath University  is a coeducational Indian higher education institution. Sai Nath University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 12-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Sai Nath University also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Sai Nath University', 'non_latin_name': 'साईं नाथ विश्वविद्यालय', 'acronym': None, 'founded': '2012', 'website': 'https://www.sainathuniversity.com', 'screenshot': '/i/screenshots/16094.jpg'}","{'street_address': 'Chandway-Kuchu Road, Jirawar, Ormanjhi', 'locality': 'Ranchi ', 'postal_code': '835 219', 'region': 'Jharkhand', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/16094-sai-nath-university/'}"
407,Sage University,Indore ...,"{'name': 'Sage University', 'logo': 'https://www.4icu.org/i/logos-seals/18405.png', 'country_rank': '407', 'world_rank': '8581', 'details_link': 'https://sageuniversity.in'}","Founded in 2017,  the Sage University is a  higher education institution located in the urban setting of the metropolis of Indore (population range of 1,000,000-5,000,000 inhabitants), Madhya Pradesh.  This institution also has a branch campus in Bhopal. Officially recognized by the University Grants Commission of India, Sage University (SAGE) is a coeducational Indian higher education institution. Sage University (SAGE) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor's degrees (i.e. certificates, diplomas, associate or foundation), bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 7-year-old Indian higher-education institution has a selective admission policy based on entrance examinations and students' past academic records and grades. International students are welcome to apply for enrollment.  SAGE also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services.","{'name': 'Sage University', 'non_latin_name': 'सेज विश्वविद्यालय', 'acronym': 'SAGE', 'founded': '2017', 'website': 'https://sageuniversity.in', 'screenshot': '/i/screenshots/18405.jpg'}","{'street_address': 'Kailod Kartal, Indore-Dewas By-Pass Road', 'locality': 'Indore ', 'postal_code': '452 020', 'region': 'Madhya Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/18405-sage-university/'}"
747,Sabarmati University,Ahmedabad,"{'name': 'Sabarmati University', 'logo': 'https://www.4icu.org/i/logos-seals/14340.png', 'country_rank': '747', 'world_rank': '11166', 'details_link': 'https://sabarmatiuniversity.edu.in'}","Established in 2009,  the Sabarmati University is a  private higher education institution located in the urban setting of the large metropolis of Ahmedabad (population range of over 5,000,000 inhabitants), Gujarat.   Officially recognized by the University Grants Commission of India, Sabarmati University (SU) is a coeducational Indian higher education institution. Sabarmati University (SU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 15-year-old Indian higher-education institution has a selective admission policy based on entrance examinations and students' past academic records and grades. International applicants are eligible to apply for enrollment.  SU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services.","{'name': 'Sabarmati University', 'non_latin_name': 'સાબરમતી યુનિવર્સિટી', 'acronym': 'SU', 'founded': '2009', 'website': 'https://sabarmatiuniversity.edu.in', 'screenshot': '/i/screenshots/14340.jpg'}","{'street_address': 'Sardar Patel Ring Road, Ognaj', 'locality': 'Ahmedabad ', 'postal_code': '382 481', 'region': 'Gujarat', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/14340-sabarmati-university/'}"
624,RKDF University,Bhopal,"{'name': 'RKDF University', 'logo': 'https://www.4icu.org/i/logos-seals/16093.png', 'country_rank': '624', 'world_rank': '10218', 'details_link': 'https://www.rkdf.ac.in'}","Founded in 2011,  the RKDF University is a  private higher education institution located in the urban setting of the metropolis of Bhopal (population range of 1,000,000-5,000,000 inhabitants), Madhya Pradesh.   Officially recognized by the University Grants Commission of India, RKDF University  is a coeducational Indian higher education institution. RKDF University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 13-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  RKDF University also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'RKDF University', 'non_latin_name': 'आर॰ के॰ डी॰ ऍफ़॰ विश्वविद्यालय', 'acronym': None, 'founded': '2011', 'website': 'https://www.rkdf.ac.in', 'screenshot': '/i/screenshots/16093.jpg'}","{'street_address': 'Airport Bypass Road, Gandhi Nagar', 'locality': 'Bhopal ', 'postal_code': '462 033', 'region': 'Madhya Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/16093-rkdf-university/'}"
431,RK University,Rajkot,"{'name': 'RK University', 'logo': 'https://www.4icu.org/i/logos-seals/16092.png', 'country_rank': '431', 'world_rank': '8885', 'details_link': 'https://www.rku.ac.in'}","Established in 2011,  the RK University is a  private higher education institution located in the urban setting of the metropolis of Rajkot (population range of 1,000,000-5,000,000 inhabitants), Gujarat.   Officially recognized by the University Grants Commission of India, RK University (RKU) is a medium-sized (uniRank enrollment range: 7,000-7,999 students) coeducational Indian higher education institution. RK University (RKU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor's degrees (i.e. certificates, diplomas, associate or foundation), bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 12-year-old Indian higher-education institution has a selective admission policy based on students' past academic records and grades.  The acceptance rate range is 40-49% making this Indian higher education organization an averagely selective institution. International applicants are eligible to apply for enrollment.  RKU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  as well as administrative services.","{'name': 'RK University', 'non_latin_name': 'આર.કે. યુનિવર્સિટી', 'acronym': 'RKU', 'founded': '2011', 'website': 'https://www.rku.ac.in', 'screenshot': '/i/screenshots/16092.jpg'}","{'street_address': 'Kastubadham, Bhavnagar Highway, Tramba', 'locality': 'Rajkot ', 'postal_code': '360 020', 'region': 'Gujarat', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/16092-rk-university/'}"
